date,id,temperature,high_temperature,low_temperature,precipitation,hours_of_sunlight,global_irradiance,deepest_snow,amount_of_snowfall,wind_velocity,humidity,atmospheric_pressure,degree_of_cloudiness,weather_06-18,weather_18-06
2014-06-08,kamogawa,20.2,24.8,18.1,0.0,0.9,,,,1.8,,,,,
2014-06-09,kamogawa,22.3,25.8,18.6,13.5,3.5,,,,1.7,,,,,
2014-06-10,kamogawa,21.8,24.3,20.4,2.5,2.9,,,,1.8,,,,,
2014-06-11,kamogawa,21.9,23.6,20.3,40.5,0.0,,,,3.2,,,,,
2014-06-12,kamogawa,22.1,24.8,20.5,10.5,0.1,,,,3.3,,,,,
2014-06-13,kamogawa,23.1,29.1,18.3,0.0,13.6,,,,2.8,,,,,
2014-06-14,kamogawa,22.7,28.7,17.4,0.0,12.7,,,,1.9,,,,,
2014-06-15,kamogawa,21.9,25.6,18.3,0.0,13.1,,,,2.1,,,,,
2014-06-16,kamogawa,21.7,25.8,17.0,0.0,10.9,,,,2.1,,,,,
2014-06-17,kamogawa,22.0,25.2,18.2,0.0,4.6,,,,2.0,,,,,
2014-06-18,kamogawa,20.4,22.1,18.8,6.5,0.0,,,,1.4,,,,,
2014-06-19,kamogawa,21.7,26.5,17.8,0.0,13.4,,,,2.1,,,,,
2014-06-20,kamogawa,22.4,26.3,18.1,0.0,11.5,,,,2.6,,,,,
2014-06-21,kamogawa,23.0,26.3,20.7,0.0,4.7,,,,2.1,,,,,
2014-06-22,kamogawa,22.0,24.7,19.7,1.0,0.0,,,,1.4,,,,,
2014-06-23,kamogawa,21.9,24.9,19.1,0.0,7.7,,,,1.8,,,,,
2014-06-24,kamogawa,21.5,25.1,19.3,0.5,3.2,,,,1.6,,,,,
2014-06-25,kamogawa,22.6,26.1,18.8,0.5,6.5,,,,2.1,,,,,
2014-06-26,kamogawa,23.0,25.8,20.5,0.0,11.0,,,,2.2,,,,,
2014-06-27,kamogawa,22.6,24.6,20.3,0.0,0.0,,,,2.2,,,,,
2014-06-28,kamogawa,22.1,23.4,21.2,2.0,0.0,,,,2.3,,,,,
2014-06-29,kamogawa,23.9,29.2,21.1,1.0,5.2,,,,1.9,,,,,
2014-06-30,kamogawa,22.6,25.3,20.6,0.0,3.2,,,,2.1,,,,,
2014-07-01,kamogawa,22.7,26.6,19.7,0.0,5.0,,,,1.8,,,,,
2014-07-02,kamogawa,22.6,26.0,18.7,0.0,11.3,,,,1.9,,,,,
2014-07-03,kamogawa,23.1,26.1,20.1,2.5,1.1,,,,1.9,,,,,
2014-07-04,kamogawa,23.1,27.4,20.4,25.5,1.8,,,,2.0,,,,,
2014-07-05,kamogawa,22.4,24.9,20.3,0.0,0.0,,,,1.6,,,,,
2014-07-06,kamogawa,23.2,25.7,19.9,0.0,7.2,,,,2.1,,,,,
2014-07-07,kamogawa,23.5,27.4,21.0,17.5,0.7,,,,2.1,,,,,
2014-07-08,kamogawa,24.0,27.3,21.2,0.0,12.7,,,,2.2,,,,,
2014-07-09,kamogawa,23.4,25.3,22.2,1.0,0.0,,,,1.8,,,,,
2014-07-10,kamogawa,25.6,28.3,23.2,3.5,0.6,,,,3.9,,,,,
2014-07-11,kamogawa,27.0,33.7,23.5,3.0,9.5,,,,2.7,,,,,
2014-07-12,kamogawa,26.6,33.3,22.2,0.0,9.1,,,,2.0,,,,,
2014-07-13,kamogawa,24.7,28.4,21.3,1.5,1.2,,,,2.8,,,,,
2014-07-14,kamogawa,28.4,33.7,23.0,0.0,11.5,,,,3.5,,,,,
2014-07-15,kamogawa,25.0,28.8,22.3,0.0,12.6,,,,1.9,,,,,
2014-07-16,kamogawa,25.6,31.1,22.3,0.0,8.5,,,,2.0,,,,,
2014-07-17,kamogawa,24.5,28.6,22.5,0.0,6.7,,,,2.5,,,,,
2014-07-18,kamogawa,24.6,28.4,22.9,0.0,0.9,,,,1.5,,,,,
2014-07-19,kamogawa,23.9,27.9,22.2,5.5,0.4,,,,1.5,,,,,
2014-07-20,kamogawa,23.4,28.4,21.6,0.0,2.8,,,,1.9,,,,,
2014-07-21,kamogawa,22.8,26.9,20.2,0.0,7.5,,,,2.0,,,,,
2014-07-22,kamogawa,25.7,30.4,21.1,0.0,7.2,,,,2.0,,,,,
2014-07-23,kamogawa,26.8,31.1,22.3,0.0,8.7,,,,1.7,,,,,
2014-07-24,kamogawa,26.2,29.9,23.3,0.0,3.1,,,,1.4,,,,,
2014-07-25,kamogawa,27.2,33.0,24.6,0.0,12.1,,,,2.4,,,,,
2014-07-26,kamogawa,27.7,32.7,24.7,0.0,9.8,,,,2.7,,,,,
2014-07-27,kamogawa,28.9,34.1,24.7,0.0,8.8,,,,3.5,,,,,
2014-07-28,kamogawa,24.9,28.5,21.3,0.0,8.9,,,,2.8,,,,,
2014-07-29,kamogawa,25.0,29.1,20.1,0.0,12.8,,,,2.1,,,,,
2014-07-30,kamogawa,25.8,29.6,20.8,0.0,10.3,,,,2.1,,,,,
2014-07-31,kamogawa,27.3,30.9,24.2,0.0,11.7,,,,2.0,,,,,
2014-08-01,kamogawa,28.1,32.5,23.8,0.0,11.4,,,,2.3,,,,,
2014-08-02,kamogawa,28.3,35.2,23.2,0.0,9.1,,,,1.8,,,,,
2014-08-03,kamogawa,28.7,36.2,22.2,0.0,11.5,,,,2.7,,,,,
2014-08-04,kamogawa,28.6,34.7,24.6,0.0,9.0,,,,3.4,,,,,
2014-08-05,kamogawa,29.3,35.3,26.6,0.0,9.0,,,,4.5,,,,,
2014-08-06,kamogawa,28.7,33.9,26.2,0.0,11.3,,,,4.3,,,,,
2014-08-07,kamogawa,27.9,32.4,24.4,0.0,10.6,,,,3.5,,,,,
2014-08-08,kamogawa,26.8,30.5,24.5,0.0,3.0,,,,1.9,,,,,
2014-08-09,kamogawa,25.5,29.3,22.9,5.0,0.9,,,,2.2,,,,,
2014-08-10,kamogawa,26.8,29.5,22.8,30.5,1.3,,,,4.8,,,,,
2014-08-11,kamogawa,27.5,30.7,25.9,0.0,4.1,,,,5.3,,,,,
2014-08-12,kamogawa,26.8,31.1,24.7,10.0,2.5,,,,2.7,,,,,
2014-08-13,kamogawa,26.0,29.0,23.4,1.5,3.9,,,,1.8,,,,,
2014-08-14,kamogawa,27.4,33.8,24.9,0.0,4.0,,,,1.8,,,,,
2014-08-15,kamogawa,28.3,32.3,25.7,0.0,10.7,,,,3.9,,,,,
2014-08-16,kamogawa,28.0,33.6,23.6,0.0,8.2,,,,3.5,,,,,
2014-08-17,kamogawa,27.8,32.7,23.6,0.0,12.4,,,,2.6,,,,,
2014-08-18,kamogawa,28.1,34.0,24.0,0.0,11.1,,,,2.8,,,,,
2014-08-19,kamogawa,28.7,33.5,25.0,0.0,12.2,,,,3.1,,,,,
2014-08-20,kamogawa,29.0,36.1,24.1,0.0,11.6,,,,2.0,,,,,
2014-08-21,kamogawa,27.8,35.0,22.7,0.0,12.2,,,,2.3,,,,,
2014-08-22,kamogawa,28.4,35.7,22.8,0.0,11.4,,,,2.4,,,,,
2014-08-23,kamogawa,25.2,30.5,22.6,4.0,1.2,,,,2.1,,,,,
2014-08-24,kamogawa,26.1,30.0,22.9,0.0,1.0,,,,1.6,,,,,
2014-08-25,kamogawa,25.9,30.5,23.3,0.0,1.4,,,,1.7,,,,,
2014-08-26,kamogawa,24.8,28.4,22.8,1.5,1.5,,,,1.7,,,,,
2014-08-27,kamogawa,22.5,24.3,20.7,1.0,0.0,,,,1.8,,,,,
2014-08-28,kamogawa,21.5,23.9,20.2,1.5,0.0,,,,2.0,,,,,
2014-08-29,kamogawa,22.7,25.6,21.1,2.5,0.0,,,,1.6,,,,,
2014-08-30,kamogawa,21.5,24.4,19.1,11.5,0.0,,,,1.8,,,,,
2014-08-31,kamogawa,22.9,26.6,19.9,0.0,0.9,,,,1.7,,,,,
2014-09-01,kamogawa,22.1,24.2,20.1,41.5,0.0,,,,1.8,,,,,
2014-09-02,kamogawa,23.5,28.9,20.4,0.0,9.8,,,,2.4,,,,,
2014-09-03,kamogawa,23.3,27.4,19.5,0.0,11.2,,,,2.7,,,,,
2014-09-04,kamogawa,24.5,28.8,19.1,0.0,8.6,,,,2.5,,,,,
2014-09-05,kamogawa,26.8,29.5,24.4,3.0,2.3,,,,2.9,,,,,
2014-09-06,kamogawa,26.7,31.0,24.0,1.5,5.5,,,,1.9,,,,,
2014-09-07,kamogawa,21.7,25.7,18.4,16.0,0.0,,,,1.4,,,,,
2014-09-08,kamogawa,20.5,23.5,17.2,13.5,0.2,,,,1.5,,,,,
2014-09-09,kamogawa,22.4,27.7,19.1,1.5,5.7,,,,2.5,,,,,
2014-09-10,kamogawa,22.2,25.9,18.6,23.0,1.3,,,,1.6,,,,,
2014-09-11,kamogawa,21.1,25.9,18.5,64.0,1.8,,,,1.7,,,,,
2014-09-12,kamogawa,22.0,27.2,18.3,0.0,10.7,,,,2.3,,,,,
2014-09-13,kamogawa,22.1,28.6,19.3,2.0,7.5,,,,2.0,,,,,
2014-09-14,kamogawa,22.0,28.2,16.9,0.0,11.1,,,,2.5,,,,,
2014-09-15,kamogawa,21.8,26.8,16.0,0.0,3.5,,,,2.1,,,,,
2014-09-16,kamogawa,23.1,30.5,19.0,0.0,5.1,,,,1.7,,,,,
2014-09-17,kamogawa,22.8,28.2,18.5,0.0,5.0,,,,2.1,,,,,
2014-09-18,kamogawa,21.2,26.2,18.7,0.0,3.3,,,,1.9,,,,,
2014-09-19,kamogawa,20.5,24.9,17.1,0.0,1.8,,,,1.7,,,,,
2014-09-20,kamogawa,18.9,20.2,17.2,1.5,0.0,,,,1.7,,,,,
2014-09-21,kamogawa,20.4,26.8,15.6,0.0,9.9,,,,2.3,,,,,
2014-09-22,kamogawa,20.6,26.1,15.2,0.0,7.6,,,,2.3,,,,,
2014-09-23,kamogawa,20.7,26.1,15.8,0.0,11.0,,,,2.6,,,,,
2014-09-24,kamogawa,21.8,25.4,16.7,0.0,0.3,,,,3.3,,,,,
2014-09-25,kamogawa,23.8,25.6,22.0,15.5,0.0,,,,5.2,,,,,
2014-09-26,kamogawa,22.0,26.6,18.5,0.0,6.3,,,,2.8,,,,,
2014-09-27,kamogawa,20.0,24.2,17.3,0.0,5.2,,,,3.7,,,,,
2014-09-28,kamogawa,22.0,27.1,18.6,0.0,9.1,,,,3.3,,,,,
2014-09-29,kamogawa,22.2,28.5,16.7,0.0,11.2,,,,2.5,,,,,
2014-09-30,kamogawa,21.9,28.5,16.1,0.0,8.8,,,,2.1,,,,,
2014-10-01,kamogawa,20.5,23.2,18.4,1.5,0.0,,,,1.7,,,,,
2014-10-02,kamogawa,20.8,24.1,18.1,0.0,0.5,,,,1.3,,,,,
2014-10-03,kamogawa,24.6,29.5,20.1,0.0,8.2,,,,2.2,,,,,
2014-10-04,kamogawa,23.3,26.2,21.0,0.0,0.5,,,,2.5,,,,,
2014-10-05,kamogawa,19.2,22.8,17.1,80.5,0.0,,,,2.6,,,,,
2014-10-06,kamogawa,22.8,27.8,18.1,33.0,4.0,,,,4.9,,,,,
2014-10-07,kamogawa,19.5,23.0,17.1,0.0,3.9,,,,2.5,,,,,
2014-10-08,kamogawa,19.8,24.3,14.9,0.0,4.7,,,,2.4,,,,,
2014-10-09,kamogawa,19.8,23.7,16.1,0.5,0.8,,,,2.3,,,,,
2014-10-10,kamogawa,19.7,26.1,15.0,0.0,5.8,,,,1.9,,,,,
2014-10-11,kamogawa,18.3,23.2,14.5,0.0,4.8,,,,2.4,,,,,
2014-10-12,kamogawa,17.6,22.2,14.4,0.0,4.0,,,,2.0,,,,,
2014-10-13,kamogawa,19.6,24.4,15.2,13.5,0.0,,,,5.2,,,,,
2014-10-14,kamogawa,23.5,28.3,18.2,8.5,9.0,,,,4.3,,,,,
2014-10-15,kamogawa,14.9,18.5,12.7,8.0,0.0,,,,2.3,,,,,
2014-10-16,kamogawa,16.1,23.4,12.7,2.0,5.6,,,,2.3,,,,,
2014-10-17,kamogawa,17.3,24.1,11.8,0.0,10.7,,,,2.0,,,,,
2014-10-18,kamogawa,16.4,22.3,12.4,0.0,8.4,,,,2.6,,,,,
2014-10-19,kamogawa,17.0,23.4,12.0,0.0,9.8,,,,2.7,,,,,
2014-10-20,kamogawa,18.5,25.3,12.8,0.0,4.0,,,,2.1,,,,,
2014-10-21,kamogawa,20.5,23.6,17.6,6.0,0.2,,,,2.4,,,,,
2014-10-22,kamogawa,18.0,22.3,14.2,44.0,0.0,,,,2.7,,,,,
2014-10-23,kamogawa,13.8,14.3,13.4,13.0,0.0,,,,3.2,,,,,
2014-10-24,kamogawa,15.7,21.2,12.2,0.0,6.1,,,,2.2,,,,,
2014-10-25,kamogawa,17.6,22.9,11.9,0.0,5.8,,,,2.3,,,,,
2014-10-26,kamogawa,20.0,24.8,16.5,21.5,3.6,,,,1.8,,,,,
2014-10-27,kamogawa,19.3,24.7,15.4,0.0,3.3,,,,2.5,,,,,
2014-10-28,kamogawa,14.9,20.8,11.5,0.0,8.5,,,,2.8,,,,,
2014-10-29,kamogawa,15.3,22.4,10.5,0.0,10.1,,,,2.4,,,,,
2014-10-30,kamogawa,16.4,21.7,11.5,0.0,7.4,,,,2.3,,,,,
2014-10-31,kamogawa,18.0,22.6,14.3,0.0,0.0,,,,1.6,,,,,
2014-11-01,kamogawa,17.6,21.2,16.0,24.0,0.1,,,,1.6,,,,,
2014-11-02,kamogawa,19.9,24.2,15.9,1.5,3.0,,,,3.0,,,,,
2014-11-03,kamogawa,18.5,21.9,13.1,0.0,5.4,,,,2.7,,,,,
2014-11-04,kamogawa,15.3,19.9,12.0,0.0,7.1,,,,2.4,,,,,
2014-11-05,kamogawa,15.2,17.1,12.7,0.0,0.0,,,,2.7,,,,,
2014-11-06,kamogawa,16.7,19.1,14.1,1.0,0.8,,,,2.8,,,,,
2014-11-07,kamogawa,16.6,20.7,13.4,0.0,2.8,,,,1.8,,,,,
2014-11-08,kamogawa,13.6,14.8,12.2,0.0,0.0,,,,3.1,,,,,
2014-11-09,kamogawa,17.8,24.2,13.7,0.5,4.6,,,,2.3,,,,,
2014-11-10,kamogawa,17.9,22.2,15.5,0.0,7.6,,,,2.1,,,,,
2014-11-11,kamogawa,16.0,20.0,14.2,0.0,0.8,,,,2.3,,,,,
2014-11-12,kamogawa,16.8,21.5,13.7,0.0,2.2,,,,3.3,,,,,
2014-11-13,kamogawa,15.8,19.9,8.3,0.0,9.5,,,,4.4,,,,,
2014-11-14,kamogawa,10.3,17.2,5.6,0.0,8.6,,,,2.2,,,,,
2014-11-15,kamogawa,11.2,18.0,5.4,0.0,9.6,,,,2.0,,,,,
2014-11-16,kamogawa,11.2,16.0,8.7,0.0,6.5,,,,2.2,,,,,
2014-11-17,kamogawa,13.1,17.5,8.1,0.5,2.3,,,,2.3,,,,,
2014-11-18,kamogawa,12.6,16.6,9.2,0.0,8.1,,,,2.2,,,,,
2014-11-19,kamogawa,10.2,15.5,4.5,0.0,8.9,,,,2.6,,,,,
2014-11-20,kamogawa,9.3,14.5,4.0,12.5,2.0,,,,2.5,,,,,
2014-11-21,kamogawa,12.2,17.8,8.1,0.0,7.8,,,,2.3,,,,,
2014-11-22,kamogawa,14.1,19.8,10.5,0.0,5.0,,,,2.3,,,,,
2014-11-23,kamogawa,14.0,20.5,10.0,0.0,8.4,,,,2.4,,,,,
2014-11-24,kamogawa,13.5,19.0,9.1,0.0,1.7,,,,2.3,,,,,
2014-11-25,kamogawa,12.4,14.0,9.3,3.5,0.0,,,,2.3,,,,,
2014-11-26,kamogawa,10.5,13.3,8.6,7.5,0.0,,,,4.1,,,,,
2014-11-27,kamogawa,12.0,17.8,8.3,1.0,9.2,,,,2.4,,,,,
2014-11-28,kamogawa,13.9,19.5,7.8,2.5,4.8,,,,2.0,,,,,
2014-11-29,kamogawa,16.2,19.2,12.7,18.0,0.0,,,,2.7,,,,,
2014-11-30,kamogawa,14.9,19.1,10.9,0.5,5.9,,,,2.2,,,,,
2014-12-01,kamogawa,17.7,20.8,14.1,26.5,0.3,,,,3.6,,,,,
2014-12-02,kamogawa,11.2,16.1,7.7,0.0,8.9,,,,5.9,,,,,
2014-12-03,kamogawa,9.7,12.3,6.9,0.0,6.3,,,,5.0,,,,,
2014-12-04,kamogawa,11.4,14.4,9.2,3.0,0.0,,,,2.5,,,,,
2014-12-05,kamogawa,9.1,13.5,4.4,0.0,8.1,,,,3.1,,,,,
2014-12-06,kamogawa,4.9,10.6,0.6,0.0,8.7,,,,1.7,,,,,
2014-12-07,kamogawa,6.1,11.3,-0.5,0.0,7.0,,,,1.9,,,,,
2014-12-08,kamogawa,8.0,13.2,3.9,0.0,8.9,,,,2.3,,,,,
2014-12-09,kamogawa,8.6,13.3,4.6,0.0,8.5,,,,2.3,,,,,
2014-12-10,kamogawa,7.6,12.4,3.7,3.0,5.3,,,,2.1,,,,,
2014-12-11,kamogawa,13.5,18.3,7.9,64.5,0.0,,,,3.8,,,,,
2014-12-12,kamogawa,9.6,11.9,5.6,0.0,1.3,,,,1.5,,,,,
2014-12-13,kamogawa,7.7,12.3,3.6,0.0,8.7,,,,3.7,,,,,
2014-12-14,kamogawa,5.3,10.4,0.9,0.0,5.9,,,,2.3,,,,,
2014-12-15,kamogawa,5.5,12.4,-1.0,0.0,7.7,,,,1.9,,,,,
2014-12-16,kamogawa,6.3,17.4,3.0,22.0,0.2,,,,3.5,,,,,
2014-12-17,kamogawa,5.8,9.5,3.3,0.0,8.8,,,,6.6,,,,,
2014-12-18,kamogawa,4.6,9.0,-1.4,0.0,8.5,,,,2.8,,,,,
2014-12-19,kamogawa,5.0,10.6,0.6,0.0,9.0,,,,2.2,,,,,
2014-12-20,kamogawa,10.7,17.8,3.3,35.0,0.0,,,,3.5,,,,,
2014-12-21,kamogawa,11.1,14.5,8.0,0.0,5.2,,,,3.1,,,,,
2014-12-22,kamogawa,7.5,11.5,2.5,0.0,8.5,,,,3.1,,,,,
2014-12-23,kamogawa,6.8,12.2,1.5,0.0,7.8,,,,2.0,,,,,
2014-12-24,kamogawa,7.6,15.0,0.7,0.0,7.1,,,,2.4,,,,,
2014-12-25,kamogawa,8.2,11.9,4.8,0.0,4.7,,,,2.6,,,,,
2014-12-26,kamogawa,5.7,10.4,2.2,0.0,8.9,,,,2.1,,,,,
2014-12-27,kamogawa,4.3,8.2,-1.1,0.0,9.1,,,,2.6,,,,,
2014-12-28,kamogawa,6.0,12.2,-1.4,0.0,4.7,,,,2.1,,,,,
2014-12-29,kamogawa,6.6,7.6,5.1,14.0,0.0,,,,2.7,,,,,
2014-12-30,kamogawa,7.6,13.8,3.3,0.0,7.6,,,,2.1,,,,,
2014-12-31,kamogawa,8.3,14.8,1.1,1.5,8.3,,,,2.3,,,,,
2015-01-01,kamogawa,3.7,7.8,0.6,2.0,0.0,,,,2.6,,,,,
2015-01-02,kamogawa,2.1,8.7,-3.2,0.0,5.6,,,,2.0,,,,,
2015-01-03,kamogawa,3.7,9.5,-0.8,0.0,9.2,,,,2.0,,,,,
2015-01-04,kamogawa,3.9,11.7,-0.9,0.0,5.4,,,,2.3,,,,,
2015-01-05,kamogawa,6.0,12.2,-0.1,0.0,8.9,,,,2.1,,,,,
2015-01-06,kamogawa,12.0,17.7,3.2,6.5,1.8,,,,4.2,,,,,
2015-01-07,kamogawa,5.8,8.6,3.6,0.0,1.6,,,,2.4,,,,,
2015-01-08,kamogawa,6.3,11.3,3.0,0.0,9.3,,,,2.8,,,,,
2015-01-09,kamogawa,6.3,11.8,2.6,0.0,8.7,,,,2.4,,,,,
2015-01-10,kamogawa,5.3,11.8,-0.7,0.0,8.9,,,,1.9,,,,,
2015-01-11,kamogawa,6.9,12.6,-0.6,0.0,7.0,,,,3.7,,,,,
2015-01-12,kamogawa,6.1,9.0,3.1,0.0,8.7,,,,3.2,,,,,
2015-01-13,kamogawa,5.6,11.0,0.4,0.0,9.2,,,,2.3,,,,,
2015-01-14,kamogawa,7.1,13.6,-0.4,0.0,4.6,,,,2.0,,,,,
2015-01-15,kamogawa,7.2,9.0,5.0,29.5,0.1,,,,3.3,,,,,
2015-01-16,kamogawa,8.7,13.0,2.1,0.5,6.2,,,,2.2,,,,,
2015-01-17,kamogawa,8.7,14.6,3.4,0.0,5.1,,,,3.9,,,,,
2015-01-18,kamogawa,4.5,10.6,-1.3,0.0,9.5,,,,2.2,,,,,
2015-01-19,kamogawa,6.5,13.5,-0.4,0.0,8.1,,,,2.8,,,,,
2015-01-20,kamogawa,7.3,12.1,4.3,0.0,9.2,,,,2.6,,,,,
2015-01-21,kamogawa,4.3,5.7,3.1,7.0,0.0,,,,3.2,,,,,
2015-01-22,kamogawa,5.8,8.2,3.8,11.5,0.0,,,,2.9,,,,,
2015-01-23,kamogawa,7.8,13.5,4.3,6.5,4.0,,,,2.6,,,,,
2015-01-24,kamogawa,6.3,10.0,2.9,0.0,2.0,,,,2.4,,,,,
2015-01-25,kamogawa,7.0,13.2,1.6,0.5,7.3,,,,2.4,,,,,
2015-01-26,kamogawa,10.3,15.0,5.9,3.0,4.2,,,,2.6,,,,,
2015-01-27,kamogawa,10.7,15.6,8.0,37.0,5.3,,,,2.5,,,,,
2015-01-28,kamogawa,5.3,9.2,1.9,0.0,0.6,,,,2.3,,,,,
2015-01-29,kamogawa,4.6,9.1,0.8,0.0,7.3,,,,2.4,,,,,
2015-01-30,kamogawa,3.9,5.3,3.1,25.5,0.0,,,,3.5,,,,,
2015-01-31,kamogawa,5.6,10.3,2.0,0.0,3.0,,,,3.1,,,,,
2015-02-01,kamogawa,4.6,8.8,2.3,0.0,9.9,,,,3.5,,,,,
2015-02-02,kamogawa,5.3,9.7,2.2,0.0,10.0,,,,2.9,,,,,
2015-02-03,kamogawa,4.3,9.6,0.7,0.0,7.6,,,,2.0,,,,,
2015-02-04,kamogawa,5.3,8.6,1.6,1.0,1.0,,,,1.9,,,,,
2015-02-05,kamogawa,3.8,5.8,2.4,5.5,0.0,,,,2.5,,,,,
2015-02-06,kamogawa,5.3,11.5,-0.1,0.0,9.7,,,,1.9,,,,,
2015-02-07,kamogawa,5.3,11.3,-0.7,5.0,2.8,,,,2.4,,,,,
2015-02-08,kamogawa,7.0,12.8,3.5,20.5,1.0,,,,2.6,,,,,
2015-02-09,kamogawa,2.5,8.8,-0.5,0.0,2.6,,,,2.3,,,,,
2015-02-10,kamogawa,4.2,9.3,-0.2,0.0,9.5,,,,2.5,,,,,
2015-02-11,kamogawa,6.3,12.6,-0.8,0.0,7.5,,,,2.4,,,,,
2015-02-12,kamogawa,9.4,14.9,3.0,0.0,8.1,,,,3.7,,,,,
2015-02-13,kamogawa,6.5,10.9,0.0,0.0,5.9,,,,3.2,,,,,
2015-02-14,kamogawa,3.5,10.3,-3.2,0.0,10.4,,,,2.3,,,,,
2015-02-15,kamogawa,5.9,12.8,-0.5,0.0,10.2,,,,2.9,,,,,
2015-02-16,kamogawa,6.9,14.3,2.5,0.0,10.4,,,,2.7,,,,,
2015-02-17,kamogawa,5.1,6.4,3.1,2.0,0.0,,,,2.0,,,,,
2015-02-18,kamogawa,4.3,6.3,2.8,10.5,0.0,,,,3.4,,,,,
2015-02-19,kamogawa,6.3,11.8,1.7,0.0,10.0,,,,2.0,,,,,
2015-02-20,kamogawa,5.6,11.5,1.1,0.0,8.8,,,,2.0,,,,,
2015-02-21,kamogawa,5.3,10.7,-0.6,0.0,5.8,,,,2.1,,,,,
2015-02-22,kamogawa,10.4,15.2,5.1,7.0,0.0,,,,2.2,,,,,
2015-02-23,kamogawa,15.4,20.8,9.0,14.5,4.2,,,,4.0,,,,,
2015-02-24,kamogawa,11.3,15.4,7.0,0.0,6.5,,,,2.4,,,,,
2015-02-25,kamogawa,9.6,12.8,7.8,0.0,3.5,,,,2.2,,,,,
2015-02-26,kamogawa,8.3,9.8,6.8,26.5,0.0,,,,2.6,,,,,
2015-02-27,kamogawa,9.2,15.7,4.6,0.0,4.6,,,,2.9,,,,,
2015-02-28,kamogawa,7.4,12.2,3.5,0.0,9.5,,,,3.3,,,,,
2015-03-01,kamogawa,10.6,17.1,3.6,41.5,0.0,,,,5.0,,,,,
2015-03-02,kamogawa,10.0,14.2,6.9,0.0,8.8,,,,2.7,,,,,
2015-03-03,kamogawa,7.4,11.3,5.4,1.0,0.6,,,,2.3,,,,,
2015-03-04,kamogawa,12.0,18.8,5.5,23.0,6.4,,,,3.5,,,,,
2015-03-05,kamogawa,9.8,14.2,6.5,0.0,6.6,,,,2.1,,,,,
2015-03-06,kamogawa,8.0,12.0,6.3,1.0,3.8,,,,2.8,,,,,
2015-03-07,kamogawa,7.0,9.4,5.3,1.5,0.4,,,,2.9,,,,,
2015-03-08,kamogawa,8.4,10.8,6.1,2.5,0.3,,,,3.0,,,,,
2015-03-09,kamogawa,9.7,12.0,8.2,22.5,0.1,,,,3.1,,,,,
2015-03-10,kamogawa,8.4,14.2,2.3,5.0,7.5,,,,4.1,,,,,
2015-03-11,kamogawa,5.9,10.3,0.1,0.0,9.0,,,,4.3,,,,,
2015-03-12,kamogawa,8.7,13.2,4.2,0.0,10.3,,,,4.7,,,,,
2015-03-13,kamogawa,8.6,14.4,0.4,0.0,10.9,,,,3.5,,,,,
2015-03-14,kamogawa,9.0,12.9,3.7,0.0,2.8,,,,2.4,,,,,
2015-03-15,kamogawa,9.5,15.5,2.4,0.0,1.2,,,,2.1,,,,,
2015-03-16,kamogawa,12.9,15.2,11.6,18.5,0.0,,,,2.3,,,,,
2015-03-17,kamogawa,14.0,19.2,9.9,0.0,10.5,,,,2.2,,,,,
2015-03-18,kamogawa,13.5,18.5,9.0,0.5,7.4,,,,2.0,,,,,
2015-03-19,kamogawa,15.4,19.9,11.3,25.0,0.1,,,,3.0,,,,,
2015-03-20,kamogawa,11.5,14.7,8.6,0.0,3.3,,,,2.0,,,,,
2015-03-21,kamogawa,9.4,11.4,7.5,0.0,0.0,,,,1.9,,,,,
2015-03-22,kamogawa,13.0,18.0,7.9,0.0,8.5,,,,2.7,,,,,
2015-03-23,kamogawa,11.2,16.9,5.7,0.0,10.7,,,,2.6,,,,,
2015-03-24,kamogawa,9.0,14.9,3.4,0.0,10.9,,,,2.5,,,,,
2015-03-25,kamogawa,8.8,13.5,5.3,0.0,11.7,,,,2.5,,,,,
2015-03-26,kamogawa,8.3,13.2,4.5,0.0,11.8,,,,2.5,,,,,
2015-03-27,kamogawa,11.4,17.9,3.6,0.0,11.9,,,,2.7,,,,,
2015-03-28,kamogawa,14.7,21.2,8.4,0.0,7.7,,,,2.6,,,,,
2015-03-29,kamogawa,15.0,20.2,10.9,3.0,4.5,,,,2.6,,,,,
2015-03-30,kamogawa,13.6,18.8,8.4,0.0,11.6,,,,2.1,,,,,
2015-03-31,kamogawa,15.1,20.6,8.5,0.0,11.3,,,,3.0,,,,,
2015-04-01,kamogawa,16.1,20.2,9.1,2.0,0.3,,,,3.6,,,,,
2015-04-02,kamogawa,11.1,14.7,7.2,0.5,11.9,,,,3.0,,,,,
2015-04-03,kamogawa,17.3,20.2,9.5,0.0,0.0,,,,5.0,,,,,
2015-04-04,kamogawa,13.1,20.2,9.9,10.0,0.0,,,,2.8,,,,,
2015-04-05,kamogawa,11.6,13.6,9.0,4.5,0.0,,,,2.1,,,,,
2015-04-06,kamogawa,16.1,18.5,13.2,0.5,2.8,,,,1.7,,,,,
2015-04-07,kamogawa,10.4,16.7,7.6,6.0,0.0,,,,1.8,,,,,
2015-04-08,kamogawa,5.1,7.8,3.9,8.5,0.0,,,,2.5,,,,,
2015-04-09,kamogawa,7.8,12.8,3.5,0.0,9.5,,,,2.6,,,,,
2015-04-10,kamogawa,8.7,11.2,5.6,15.0,0.2,,,,2.8,,,,,
2015-04-11,kamogawa,11.9,14.7,9.2,3.5,0.0,,,,2.2,,,,,
